0       [265 511 557 625 566 413 240 108  36   8   1   0   0]
10000   [ 63 151 249 403 545 604 544 396 230 104  35   8   1]
20000   [ 85 228 383 555 637 586 435 257 118  40   9   1   0]
460000  [  0   0   0   2  20  74 187 355 528 629 604 464 282], 5.64% impossible
470000  [  1   8  34  97 204 334 440 481 450 376 298 232 172], 6.21% impossible
480000  [  0   0   2  15  62 169 338 517 625 609 477 300 148], 2.13% impossible
490000  [  0   1   8  34  97 208 353 491 568 548 443 299 169], 3.42% impossible
500000  [  0   0   0   2  15  60 162 325 506 625 619 491 308], 6.63% impossible
510000  [  0   0   1   8  34  98 211 358 493 564 541 439 300], 8.58% impossible
520000  [  0   0   0   0   2  14  56 153 311 490 616 622 505], 16.92% impossible
530000  [106 246 356 482 530 472 340 196  92  48  51  76  96], 7.29% impossible
540000  [ 14  57 148 301 480 614 628 514 333 166  61  15   2]
550000  [ 36 110 220 369 500 560 532 430 294 168  78  28   7], 0.03% impossible
560000  [  1  10  46 136 289 472 608 630 526 349 180  68  17], 0.06% impossible
570000  [  8  36 103 225 383 523 583 536 412 270 150  70  26], 0.24% impossible
580000  [  0   1   9  41 122 266 447 596 637 545 371 197  78], 0.69% impossible
590000  [ 36 112 229 390 531 586 529 391 240 129  70  43  27], 0.63% impossible
600000  [  1   8  37 114 253 430 579 629 554 392 217  90  25], 0.12% impossible
610000  [  8  36 104 231 400 552 614 553 404 240 118  49  18], 0.18% impossible
620000  [  1   5  17  48 117 239 404 555 616 553 400 231 104], 1.32% impossible
630000  [  0   4  26  91 218 394 556 630 578 428 250 112  37], 0.27% impossible
640000  [  5  15  27  43  70 127 237 389 529 588 534 392 229], 4.44% impossible
650000  [  3  21  78 197 371 546 637 595 447 266 122  41   9], 0.03% impossible
660000  [  1   7  26  69 148 268 413 539 584 523 383 225 103], 1.32% impossible
670000  [  0   2  17  69 182 352 528 630 606 468 287 135  46], 0.33% impossible
680000  [  0   1   7  28  78 168 293 427 531 563 502 370 220], 4.38% impossible
690000  [  0   0   2  15  61 166 333 515 628 613 480 301 148], 2.13% impossible
700000  [ 21  51  75  97 103 103 130 213 346 474 530 482 356], 10.56% impossible
710000  [ 15  62 162 324 503 622 618 493 312 152  55  14   2]
720000  [  7  29  79 172 300 438 540 563 493 359 212  98  34], 0.27% impossible
730000  [  2  14  55 150 309 492 620 624 504 324 162  60  15], 0.06% impossible
740000  [  1   7  28  78 170 301 443 548 567 490 353 208  97], 1.29% impossible
750000  [  0   2  14  55 148 300 478 610 628 518 335 167  61], 0.51% impossible
760000  [  7  26  61 112 169 228 297 377 450 482 443 336 205], 4.20% impossible
770000  [  1  10  45 133 285 468 605 629 528 354 185  71  18], 0.06% impossible
780000  [  1   8  33  93 195 328 457 539 542 464 335 200  95], 1.29% impossible
790000  [  0   1   9  40 121 265 447 596 637 546 372 197  78], 0.72% impossible
800000  [  0   1   8  34  97 203 339 466 540 536 455 327 194], 4.02% impossible
810000  [  0   0   1   8  36 112 249 425 576 629 557 397 221], 3.66% impossible
820000  [  1   7  27  71 141 224 301 361 405 429 421 368 277], 9.00% impossible
830000  [  0   1   9  39 114 247 416 561 616 552 400 231 104], 1.32% impossible
840000  [  0   1   7  30  88 196 345 492 574 557 452 306 171], 3.42% impossible
850000  [  0   0   1   9  40 118 254 424 565 611 542 392 229], 4.44% impossible
860000  [  0   0   1   7  29  84 189 337 488 578 564 458 310], 8.67% impossible
870000  [  0   0   0   1   9  40 117 251 418 561 613 548 397], 11.34% impossible
880000  [  7  28  71 140 216 268 275 251 239 269 328 365 342], 16.02% impossible
890000  [  1   9  40 118 255 427 569 613 540 389 226 103  35], 0.27% impossible
900000  [  1   7  29  83 183 322 466 563 566 475 330 187  84], 1.11% impossible
910000  [  0   1   8  36 109 240 413 565 624 557 401 231 104], 1.32% impossible
920000  [  0   1   7  29  83 187 331 477 567 561 466 322 183], 3.60% impossible
930000  [  0   0   1   8  35 104 232 404 562 629 566 409 234], 4.47% impossible
940000  [  1   7  28  77 160 262 350 399 413 406 382 331 250], 8.01% impossible
950000  [  0   1   8  34 100 222 390 550 625 575 425 248 111], 1.35% impossible
960000  [  0   1   7  29  84 187 331 478 569 563 464 319 181], 3.60% impossible
970000  [  0   0   1   8  35 103 227 391 543 613 566 424 254], 5.04% impossible
980000  [  0   0   1   7  28  80 178 318 466 565 571 480 332], 9.24% impossible
990000  [  0   0   0   1   8  35 103 229 397 553 619 563 416], 12.27% impossible
1000000 [  0   1   7  28  77 161 268 368 429 438 413 367 304], 14.16% impossible
1010000 [  0   0   1   8  35 104 230 396 546 614 563 419 251], 5.01% impossible
1020000 [  0   0   1   7  28  78 169 298 440 547 573 500 356], 10.08% impossible
1030000 [  0   0   0   1   8  35 104 231 400 554 620 564 415], 12.03% impossible
1040000 [  0   0   0   1   8  32  88 184 312 442 533 549 481], 21.12% impossible
1050000 [  0   0   0   0   0   4  25  88 213 388 552 629 579], 25.65% impossible
1060000 [ 34 100 190 307 399 424 373 272 168 100  89 124 171], 17.46% impossible
1070000 [  3  20  75 191 364 541 639 603 454 270 123  41   9], 0.03% impossible
1080000 [  8  35  97 206 345 472 540 531 449 323 193  92  33], 0.27% impossible
1090000 [  0   2  16  65 174 342 521 628 609 476 297 142  49], 0.36% impossible
1100000 [  1   8  34  98 211 358 493 563 538 434 298 174  84], 1.20% impossible
1110000 [  0   0   2  15  61 166 332 511 624 614 484 304 149], 2.13% impossible
1120000 [  8  35  98 209 346 459 501 464 382 291 214 151  96], 2.37% impossible
1130000 [  0   2  14  57 157 320 504 627 622 494 312 153  56], 0.48% impossible
1140000 [  1   8  34  98 212 361 498 568 541 435 295 168  78], 1.08% impossible
1150000 [  0   0   2  14  55 149 304 485 617 628 511 328 163], 2.31% impossible
1160000 [  0   1   8  34  98 211 358 494 566 545 442 299 167], 3.33% impossible
1170000 [  0   0   0   2  14  55 148 300 476 605 621 516 341], 7.65% impossible
1180000 [  1   8  35 103 224 375 504 552 499 379 252 159 104], 4.14% impossible
1190000 [  0   0   1   9  42 129 280 463 605 633 532 356 187], 2.91% impossible
1200000 [  0   1   8  35 103 226 386 528 588 540 413 267 144], 2.82% impossible
1210000 [  0   0   0   1   9  40 118 258 437 589 638 554 382], 9.21% impossible
1220000 [  0   0   1   8  35 104 230 396 543 601 543 403 250], 6.60% impossible
1230000 [  0   0   0   0   1   8  36 108 241 416 569 626 557], 23.13% impossible
1240000 [  8  36 104 231 401 555 621 563 412 240 108  36   8], 0.30% impossible
1250000 [  1   6  21  56 127 247 405 548 605 544 396 230 104], 1.32% impossible
1260000 [  0   3  22  83 208 387 554 633 584 434 257 118  40], 0.30% impossible
1270000 [  0   1   6  23  64 143 267 414 540 588 528 386 226], 4.41% impossible
1280000 [  0   0   3  20  74 188 359 537 637 605 459 275 126], 1.53% impossible
1290000 [  1   6  19  41  69 102 154 247 377 501 557 509 378], 11.16% impossible
1300000 [  0   2  16  64 171 338 517 625 608 477 300 148  54], 0.39% impossible
1310000 [  0   1   7  28  79 171 300 438 540 563 493 358 212], 4.32% impossible
1320000 [  0   0   2  15  60 164 330 513 628 615 483 303 149], 2.13% impossible
1330000 [  0   0   1   7  28  78 168 294 434 541 569 499 361], 10.59% impossible
1340000 [  0   0   0   2  14  56 154 316 500 626 626 499 315], 6.78% impossible
1350000 [  0   1   6  21  51  96 151 213 286 376 463 505 464], 21.00% impossible
1360000 [  0   0   2  14  55 149 303 483 616 629 513 329 163], 2.31% impossible
1370000 [  0   0   1   8  29  78 169 297 436 540 565 497 361], 10.59% impossible
1380000 [  0   0   0   1  13  55 148 300 477 608 625 516 337], 7.59% impossible
1390000 [  0   0   0   1   8  33  91 190 318 445 531 544 477], 20.85% impossible
1400000 [  0   0   0   0   1   9  42 126 275 459 605 637 536], 19.32% impossible
1410000 [  1   7  26  65 120 171 196 193 189 220 294 382 430], 31.17% impossible
1420000 [  0   1   9  40 118 257 434 584 634 554 386 208  83], 0.75% impossible
1430000 [  0   1   8  34  97 207 348 478 548 532 443 316 189], 3.99% impossible
1440000 [  0   0   1   9  38 111 241 412 563 622 556 401 231], 4.44% impossible
1450000 [  0   0   1   7  32  95 211 361 499 568 542 437 297], 8.49% impossible
1460000 [  0   0   0   1   9  40 117 251 418 561 614 548 397], 11.34% impossible
1470000 [  0   1   7  27  71 141 224 302 366 415 440 429 368], 16.26% impossible
1480000 [  0   0   1   9  39 114 247 419 566 618 550 395 228], 4.41% impossible
1490000 [  0   0   1   7  29  84 187 331 480 575 569 466 315], 8.70% impossible
1500000 [  0   0   0   1   9  40 117 252 421 563 612 545 395], 11.34% impossible
1510000 [  0   0   0   1   7  29  83 181 319 464 563 569 478], 19.17% impossible
1520000 [  0   0   0   0   1   8  37 114 253 429 575 621 545], 22.53% impossible
1530000 [  0   0   1   7  28  76 155 249 328 378 404 415 403], 26.67% impossible
1540000 [  0   0   0   1   8  35 105 235 411 568 629 560 402], 11.37% impossible
1550000 [  0   0   0   1   7  29  83 183 323 469 565 569 475], 18.90% impossible
1560000 [  0   0   0   0   1   8  35 104 231 400 555 623 568], 24.24% impossible
1570000 [  0   0   0   0   1   7  29  84 187 330 474 563 560], 32.94% impossible
1580000 [  0   0   0   0   0   1   8  35 102 224 388 542 615], 42.56% impossible
1590000 [ 84 189 261 342 360 304 202 103  42  31  67 137 215], 29.88% impossible
1600000 [ 36 112 230 396 547 613 562 419 251 117  40   9   1]
1610000 [ 29  86 174 311 461 566 577 486 335 188  84  29   7], 0.03% impossible
1620000 [  8  36 103 227 391 545 617 569 423 250 115  39   9], 0.03% impossible
1630000 [  7  29  79 173 307 451 554 570 491 348 199  88  29], 0.24% impossible
1640000 [  1   8  35 104 231 400 552 616 561 415 246 115  40], 0.30% impossible
1650000 [ 32  91 168 272 365 421 432 410 366 304 225 141  71], 1.05% impossible
1660000 [  5  29  97 226 400 558 628 573 420 243 109  36   8], 0.03% impossible
1670000 [  8  34  92 193 324 450 532 540 470 345 206  97  34], 0.27% impossible
1680000 [  0   3  21  79 200 377 551 639 593 441 260 119  40], 0.30% impossible
1690000 [  1   8  33  93 197 333 463 542 541 460 331 196  93], 1.26% impossible
1700000 [  0   0   3  20  74 187 355 529 630 603 463 282 132], 1.68% impossible
1710000 [  8  35  97 204 333 438 477 447 377 302 235 173 113], 2.82% impossible
1720000 [  0   2  15  62 170 337 517 626 608 477 300 148  55], 0.48% impossible
1730000 [  1   8  34  97 208 356 495 569 546 439 298 169  78], 1.08% impossible
1740000 [  0   0   2  15  60 162 325 506 626 620 490 307 149], 2.13% impossible
1750000 [  0   1   8  34  98 211 358 494 564 540 438 300 172], 3.45% impossible
1760000 [  0   0   0   2  14  56 152 309 490 619 625 506 325], 7.08% impossible
1770000 [ 35 106 211 356 481 527 470 344 215 133 105 103  97], 4.50% impossible
1780000 [  2  14  55 148 302 482 615 628 513 331 165  61  15], 0.06% impossible
1790000 [  8  36 102 219 367 497 560 534 432 296 169  78  28], 0.24% impossible
1800000 [  0   1  10  47 138 293 474 608 629 525 347 177  66], 0.54% impossible
1810000 [  1   8  35 103 225 383 522 579 533 412 272 153  72], 1.05% impossible
1820000 [  0   0   1   9  41 122 267 451 600 638 544 369 194], 2.94% impossible
1830000 [  8  36 104 227 386 528 585 529 391 240 130  72  46], 1.53% impossible
1840000 [  0   1   8  39 118 256 431 579 629 553 389 213  88], 0.87% impossible
1850000 [  1   8  35 104 231 399 550 611 551 404 243 122  51], 0.72% impossible
1860000 [  0   1   5  17  46 114 238 406 557 617 553 400 231], 4.44% impossible
1870000 [  0   0   4  26  93 222 397 557 629 576 425 248 111], 1.35% impossible
1880000 [  1   5  14  27  43  67 124 235 389 531 591 536 393], 11.34% impossible
1890000 [  0   3  21  78 197 373 547 637 596 447 264 120  40], 0.30% impossible
1900000 [  0   1   7  25  67 145 267 415 539 584 525 385 226], 4.41% impossible
1910000 [  0   0   2  18  71 186 355 528 629 605 467 284 133], 1.68% impossible
1920000 [  0   0   1   7  28  78 167 290 424 530 564 505 372], 11.01% impossible
1930000 [  0   0   0   2  15  61 167 336 518 628 610 477 300], 6.57% impossible
1940000 [  6  21  45  75  97 101 100 127 213 348 477 533 483], 21.24% impossible
1950000 [  2  15  60 162 324 505 625 620 491 308 150  55  14], 0.06% impossible
1960000 [  1   7  28  78 169 297 436 540 566 497 361 212  98], 1.29% impossible
1970000 [  0   2  14  56 153 312 493 617 621 503 324 162  60], 0.51% impossible
1980000 [  0   1   7  28  78 170 301 445 548 566 489 352 208], 4.20% impossible
1990000 [  0   0   2  14  55 148 301 480 613 627 515 334 166], 2.34% impossible
2000000 [  1   7  25  60 110 167 227 295 376 453 486 445 337], 10.35% impossible
2010000 [  0   1  10  46 135 287 469 607 630 527 352 182  68], 0.57% impossible
2020000 [  0   1   8  33  92 194 327 457 538 540 464 337 203], 4.17% impossible
2030000 [  0   0   1   9  41 122 266 447 596 637 545 371 197], 3.06% impossible
2040000 [  0   0   1   8  34  96 202 337 464 541 538 457 327], 9.84% impossible
2050000 [  0   0   0   1   8  37 113 251 428 578 630 555 393], 10.17% impossible
2060000 [  0   1   7  27  71 141 224 300 359 401 427 423 372], 17.43% impossible
2070000 [  0   0   1   9  39 114 244 413 561 619 554 400 231], 4.44% impossible
2080000 [  0   0   1   7  30  88 199 349 494 575 556 448 302], 8.52% impossible
2090000 [  0   0   0   1   9  40 117 252 421 563 612 546 396], 11.31% impossible
2100000 [  0   0   0   1   7  29  85 191 340 488 574 561 457], 18.00% impossible
2110000 [  0   0   0   0   1   9  40 116 249 418 563 614 548], 23.25% impossible
2120000 [ 28  78 140 216 267 265 211 139 100 127 213 311 363], 26.27% impossible
2130000 [  9  41 118 255 426 568 613 541 389 226 103  35   8], 0.03% impossible
2140000 [  7  30  83 183 322 465 561 566 477 331 187  84  29], 0.24% impossible
2150000 [  1   8  36 108 241 416 569 626 557 399 228 102  34], 0.27% impossible
2160000 [  1   7  29  84 187 330 473 563 560 468 325 185  84], 1.11% impossible
2170000 [  0   1   8  35 104 233 408 565 628 562 406 234 105], 1.32% impossible
2180000 [  7  29  77 160 260 346 397 413 408 386 334 250 155], 3.36% impossible
2190000 [  1   8  34 100 224 394 552 626 574 422 244 109  36], 0.27% impossible
2200000 [  1   7  29  84 187 331 477 567 561 465 322 182  83], 1.11% impossible
2210000 [  0   1   8  35 103 227 392 543 613 565 424 255 118], 1.50% impossible
2220000 [  0   1   7  28  80 177 316 465 567 574 481 332 186], 3.57% impossible
2230000 [  0   0   1   8  35 104 231 399 551 616 561 415 247], 4.95% impossible
2240000 [  1   7  28  77 161 268 367 428 440 414 367 304 225], 7.41% impossible
2250000 [  0   1   8  35 104 230 396 546 611 562 421 252 117], 1.50% impossible
2260000 [  0   1   7  28  78 169 299 442 551 575 499 354 202], 3.84% impossible
2270000 [  0   0   1   8  35 104 231 400 554 620 562 413 244], 4.86% impossible
2280000 [  0   0   1   8  32  88 184 311 440 531 549 484 354], 10.53% impossible
2290000 [  0   0   0   0   4  25  88 214 388 551 629 579 431], 12.72% impossible
2300000 [  8  34  92 190 306 396 422 377 296 227 197 199 199], 11.73% impossible
2310000 [  0   3  20  75 192 367 543 638 600 452 269 123  41], 0.30% impossible
2320000 [  1   8  34  97 206 343 469 540 533 451 324 193  92], 1.26% impossible
2330000 [  0   0   2  16  65 176 346 524 629 608 474 294 141], 1.77% impossible
2340000 [  0   1   8  34  98 211 358 493 560 535 434 300 175], 3.78% impossible
2350000 [  0   0   0   2  15  61 165 330 512 628 616 483 302], 6.57% impossible
2360000 [  1   8  34  98 208 344 457 500 466 382 291 216 153], 5.28% impossible
2370000 [  0   0   2  14  58 159 323 506 626 620 491 310 152], 2.16% impossible
2380000 [  0   1   8  34  98 212 361 498 566 539 436 297 169], 3.42% impossible
2390000 [  0   0   0   2  14  55 149 305 488 620 628 508 326], 7.17% impossible
2400000 [  0   0   1   8  34  98 211 358 494 567 545 441 298], 8.34% impossible
2410000 [  0   0   0   0   2  14  55 148 300 476 607 625 518], 17.64% impossible
2420000 [  0   1   8  35 103 221 372 502 551 499 379 252 160], 7.53% impossible
2430000 [  0   0   0   1   9  45 132 282 464 604 629 528 355], 8.52% impossible
2440000 [  0   0   1   8  35 103 226 385 526 586 542 416 267], 7.14% impossible
2450000 [  0   0   0   0   1   9  40 119 260 440 591 639 553], 20.46% impossible
2460000 [  0   0   0   1   8  35 104 230 395 541 599 541 403], 14.28% impossible
2470000 [  0   0   0   0   0   1   8  36 109 243 418 571 628], 39.57% impossible
2480000 [  1   8  35 104 231 400 554 620 563 411 238 106  35], 0.84% impossible
2490000 [  0   1   6  20  53 124 246 406 548 606 546 398 231], 4.44% impossible
2500000 [  0   0   3  23  86 212 388 553 631 581 432 256 118], 1.50% impossible
2510000 [  0   0   1   6  23  64 143 264 413 542 590 529 386], 11.19% impossible
2520000 [  0   0   0   3  20  74 189 363 540 638 604 457 271], 5.22% impossible
2530000 [  0   1   6  19  41  66  98 152 246 377 502 559 513], 22.59% impossible
2540000 [  0   0   2  16  64 174 342 519 626 608 477 299 145], 1.86% impossible
2550000 [  0   0   1   7  28  78 169 297 436 539 563 494 360], 10.83% impossible
2560000 [  0   0   0   2  15  61 166 333 513 625 612 482 304], 6.60% impossible
2570000 [  0   0   0   1   7  28  77 166 294 436 543 569 499], 21.42% impossible
2580000 [  0   0   0   0   2  14  57 156 318 502 626 624 496], 16.14% impossible
2590000 [  0   0   1   6  21  51  96 150 211 284 375 464 507], 35.01% impossible
2600000 [  0   0   0   2  14  55 149 304 485 617 629 511 328], 7.20% impossible
2610000 [  0   0   0   1   7  28  78 169 297 437 542 569 497], 21.24% impossible
2620000 [  0   0   0   0   2  14  55 148 300 477 607 621 514], 17.85% impossible
2630000 [  0   0   0   0   1   8  33  91 189 316 443 532 548], 35.18% impossible
2640000 [  0   0   0   0   0   1   9  42 127 277 462 606 633], 35.28% impossible
2650000 [  7  27  65 120 170 188 163 115  84  99 168 275 380], 44.16% impossible
2660000 [  1   9  40 118 257 435 587 637 554 383 206  82  22], 0.09% impossible
2670000 [  1   8  34  97 207 348 476 545 531 445 318 190  91], 1.26% impossible
2680000 [  0   1   8  36 108 240 414 567 625 557 401 231 104], 1.23% impossible
2690000 [  0   1   8  34  98 212 361 496 565 540 436 297 169], 3.51% impossible
2700000 [  0   0   1   9  40 116 249 419 562 614 548 397 230], 4.44% impossible
2710000 [  1   7  27  71 141 224 302 364 414 442 430 368 268], 8.22% impossible
2720000 [  0   1   9  39 114 248 420 569 620 547 393 227 103], 1.32% impossible
2730000 [  0   1   7  29  84 187 332 481 575 569 464 314 175], 3.45% impossible
2740000 [  0   0   1   9  40 117 252 421 563 613 546 394 229], 4.44% impossible
2750000 [  0   0   1   7  29  81 178 316 464 565 572 481 332], 9.24% impossible
2760000 [  0   0   0   1   8  39 117 256 430 574 618 541 385], 10.92% impossible
2770000 [  0   1   7  28  76 154 246 325 376 404 418 407 355], 16.08% impossible
2780000 [  0   0   1   8  35 106 238 414 569 626 557 401 231], 4.44% impossible
2790000 [  0   0   1   7  29  83 183 323 469 567 569 474 325], 9.09% impossible
2800000 [  0   0   0   1   8  35 104 231 401 557 626 567 414], 11.67% impossible
2810000 [  0   0   0   1   7  29  84 186 328 472 563 563 470], 18.93% impossible
2820000 [  0   0   0   0   1   8  35 102 224 387 539 614 570], 25.59% impossible
2830000 [  1   7  28  77 160 261 341 364 326 268 241 253 276], 21.90% impossible
2840000 [  0   1   8  35 104 230 396 545 612 563 421 252 117], 1.50% impossible
2850000 [  0   1   7  28  79 174 312 463 568 577 483 333 187], 3.63% impossible
2860000 [  0   0   1   8  35 103 227 392 546 617 568 422 250], 4.92% impossible
2870000 [  0   0   1   7  28  79 173 307 451 556 574 493 347], 9.54% impossible
2880000 [  0   0   0   1   8  35 104 231 397 548 614 561 417], 12.51% impossible
2890000 [  0   1   8  31  82 164 268 364 424 436 412 367 304], 14.16% impossible
2900000 [  0   0   0   5  30 101 230 401 557 626 570 418 243], 4.59% impossible
2910000 [  0   0   1   8  33  92 193 322 447 531 542 472 345], 10.41% impossible
2920000 [  0   0   0   0   3  21  79 202 381 553 638 591 439], 12.78% impossible
2930000 [  0   0   0   1   8  33  93 197 333 463 542 540 460], 19.92% impossible
2940000 [  0   0   0   0   0   3  20  74 187 356 530 631 604], 27.84% impossible
2950000 [  0   0   1   8  34  97 203 330 434 475 448 379 303], 18.63% impossible
2960000 [  0   0   0   0   2  15  63 172 341 517 623 606 476], 15.57% impossible
2970000 [  0   0   0   1   8  34  97 209 356 496 568 544 439], 17.43% impossible
2980000 [  0   0   0   0   0   2  15  60 162 326 510 629 619], 30.30% impossible
2990000 [  0   0   0   0   1   8  34  98 211 358 492 561 540], 30.92% impossible
3000000 [  0   0   0   0   0   0   2  14  56 152 311 494 621], 50.50% impossible
3010000 [  0   1   8  34  98 211 355 479 524 468 343 215 133], 13.92% impossible
3020000 [  0   0   0   2  14  55 149 304 485 615 626 510 330], 7.32% impossible
3030000 [  0   0   1   8  35 101 217 364 495 561 536 435 297], 8.49% impossible
3040000 [  0   0   0   0   1  11  49 141 295 475 609 628 522], 18.06% impossible
3050000 [  0   0   0   1   8  35 103 225 382 520 578 532 413], 16.11% impossible
3060000 [  0   0   0   0   0   1   9  41 123 269 452 602 639], 35.91% impossible
3070000 [  0   0   1   8  35 103 226 386 528 585 529 389 238], 9.15% impossible
3080000 [  0   0   0   0   1   9  40 118 256 431 579 630 553], 21.51% impossible
3090000 [  0   0   0   1   8  35 104 231 399 549 609 549 404], 13.32% impossible
3100000 [  0   0   0   0   1   5  15  42 111 238 408 560 620], 39.99% impossible
3110000 [  0   0   0   0   0   4  28  97 225 398 557 629 575], 24.63% impossible
3120000 [  0   0   0   1   5  14  26  40  64 122 234 389 532], 57.19% impossible
3130000 [  0   0   0   0   3  21  79 200 376 549 638 594 443], 12.90% impossible
3140000 [  0   0   0   0   1   6  23  64 144 267 415 541 588], 38.54% impossible
3150000 [  0   0   0   0   0   3  20  74 187 355 528 629 602], 28.05% impossible
3160000 [  0   0   0   0   0   1   7  28  77 165 288 422 531], 54.43% impossible
3170000 [  0   0   0   0   0   0   2  15  62 169 337 518 627], 48.11% impossible
3180000 [ 21  51  75  95  93  68  35  13   9  30  90 201 348], 66.13% impossible
3190000 [ 15  62 162 325 506 626 620 489 307 150  55  14   2]
3200000 [  7  29  78 169 297 436 541 567 497 360 212  98  34], 0.27% impossible
3210000 [  2  14  56 153 310 490 616 623 505 325 162  60  15], 0.06% impossible
3220000 [  1   7  28  78 172 305 447 546 562 487 352 208  97], 1.29% impossible
3230000 [  0   2  14  55 148 301 481 613 628 515 333 166  61], 0.51% impossible
3240000 [  7  26  60 109 163 223 294 379 456 488 446 337 205], 4.20% impossible
3250000 [  1  10  46 136 291 473 608 629 525 349 180  67  16], 0.06% impossible
3260000 [  1   8  33  92 194 327 455 535 540 466 339 204  97], 1.29% impossible
3270000 [  0   1   9  41 122 266 448 598 637 545 371 196  76], 0.69% impossible
3280000 [  0   1   8  34  95 200 335 463 542 539 457 328 196], 4.05% impossible
3290000 [  0   0   1   8  38 115 254 431 579 629 554 391 216], 3.54% impossible
3300000 [  1   7  27  71 141 223 297 355 399 428 424 374 282], 9.12% impossible
3310000 [  0   1   9  39 113 244 414 562 619 553 400 231 104], 1.32% impossible
3320000 [  0   1   7  30  89 200 351 497 576 553 445 301 170], 3.42% impossible
3330000 [  0   0   1   9  40 117 252 421 563 614 545 394 229], 4.44% impossible
3340000 [  0   0   1   7  29  85 191 337 485 574 564 460 311], 8.67% impossible
3350000 [  0   0   0   1   9  40 116 251 419 561 614 548 397], 11.34% impossible
3360000 [  7  28  71 140 216 267 273 249 239 272 329 366 342], 16.02% impossible
3370000 [  1   9  40 118 255 427 568 612 540 389 227 103  35], 0.27% impossible
3380000 [  1   7  29  83 182 320 465 563 568 477 331 187  84], 1.11% impossible
3390000 [  0   1   8  36 109 243 418 571 626 555 396 226 101], 1.29% impossible
3400000 [  0   1   7  29  84 186 328 472 564 562 469 325 185], 3.63% impossible
3410000 [  0   0   1   8  35 105 235 408 563 625 562 408 235], 4.47% impossible
3420000 [  1   7  28  77 159 259 344 395 413 411 388 334 250], 8.01% impossible
